customerID,churn_probability,risk_level,top_reason_1,top_reason_2,top_reason_3,recommended_action,score_date,model_used
9924-JPRMC,0.1734,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0080-EMYVY,0.1802,LOW,fiber_optic_flag,tenure,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
6218-KNUBD,0.6267,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7337-CINUD,0.0506,LOW,contract_risk_score,MonthlyCharges,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
7609-NRNCA,0.1122,LOW,MonthlyCharges,avg_monthly_spend,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0623-EJQEG,0.2558,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
7153-CHRBV,0.0664,LOW,tenure,fiber_optic_flag,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
0871-URUWO,0.8376,HIGH,MonthlyCharges,fiber_optic_flag,tenure,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
9190-MFJLN,0.7922,HIGH,fiber_optic_flag,MonthlyCharges,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6198-PNNSZ,0.3429,LOW,MonthlyCharges,service_count,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
3317-VLGQT,0.7987,HIGH,fiber_optic_flag,tenure,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4132-POCZS,0.4784,MEDIUM,fiber_optic_flag,tenure,contract_risk_score,Offer 12-month contract upgrade with loyalty discount,2026-05-26,Logistic Regression
5614-DNZCE,0.0269,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
1095-JUDTC,0.6545,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3896-RCYYE,0.3787,LOW,tenure,fiber_optic_flag,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
9638-JIQYA,0.7577,HIGH,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3258-SANFR,0.5914,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3726-TBHQT,0.1176,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
3190-ITQXP,0.0192,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0870-VEMYL,0.3902,LOW,tenure,fiber_optic_flag,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
4833-QTJNO,0.3411,LOW,tenure,fiber_optic_flag,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
3039-MJSLN,0.3279,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
0178-CIIKR,0.3653,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
5385-SUIRI,0.7543,HIGH,MonthlyCharges,avg_monthly_spend,fiber_optic_flag,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3982-XWFZQ,0.4442,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
5774-QPLTF,0.0683,LOW,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
2322-VCZHZ,0.6978,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5010-IPEAQ,0.0314,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
4009-ALQFH,0.7748,HIGH,fiber_optic_flag,MonthlyCharges,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6383-ZTSIW,0.3179,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
8990-YOZLV,0.028,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3069-SSVSN,0.5459,MEDIUM,tenure,avg_monthly_spend,MonthlyCharges,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
5222-IMUKT,0.6706,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3627-FCRDW,0.6761,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7562-GSUHK,0.6515,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6685-XSHHU,0.0218,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
8901-UPRHR,0.1516,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
4903-UYAVB,0.3556,LOW,tenure,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0118-JPNOY,0.5891,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6776-TLWOI,0.3692,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3845-FXCYS,0.5693,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
5857-XRECV,0.1861,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
0725-CXOTM,0.1955,LOW,service_count,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
4343-EJVQB,0.5601,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9000-PLFUZ,0.1435,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3427-GGZZI,0.8153,HIGH,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7779-ORAEL,0.0577,LOW,contract_risk_score,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0644-OQMDK,0.8892,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4077-CROMM,0.7517,HIGH,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3154-CFSZG,0.4184,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2868-MZAGQ,0.9521,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
4847-QNOKA,0.7356,HIGH,tenure,fiber_optic_flag,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2220-IAHLS,0.4156,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
1658-XUHBX,0.582,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6379-RXJRQ,0.7935,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2378-HTWFW,0.5756,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8650-RHRKE,0.8079,HIGH,tenure,MonthlyCharges,fiber_optic_flag,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
4377-VDHYI,0.3598,LOW,fiber_optic_flag,avg_monthly_spend,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
0475-RIJEP,0.6292,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
1260-TTRXI,0.7022,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3719-TDVQB,0.0342,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6328-ZPBGN,0.8699,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0201-MIBOL,0.2154,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
4937-QPZPO,0.5456,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2925-VDZHY,0.0373,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
6981-TDRFT,0.3412,LOW,fiber_optic_flag,tenure,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
3413-CSSTH,0.3536,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
8033-VCZGH,0.5786,MEDIUM,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4789-KWMXN,0.3742,LOW,MonthlyCharges,service_count,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
0224-NIJLP,0.0514,LOW,contract_risk_score,MonthlyCharges,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
7542-CYDDM,0.2099,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
4718-WXBGI,0.048,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2867-UIMSS,0.9265,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
8495-PRWFH,0.3738,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
0439-IFYUN,0.7234,HIGH,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5716-LIBJC,0.6343,MEDIUM,MonthlyCharges,fiber_optic_flag,tenure,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2868-LLSKM,0.1889,LOW,tenure,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
8111-RKSPX,0.8558,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2988-QRAJY,0.1734,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1585-MQSSU,0.2796,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
0071-NDAFP,0.0447,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
2856-NNASM,0.6676,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7328-ZJAJO,0.0169,LOW,contract_risk_score,MonthlyCharges,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
6458-CYIDZ,0.7414,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8559-CIZFV,0.1399,LOW,fiber_optic_flag,service_count,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
1090-PYKCI,0.1925,LOW,tenure,service_count,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
3058-WQDRE,0.5838,MEDIUM,MonthlyCharges,fiber_optic_flag,service_count,Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
7547-EKNFS,0.6308,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2279-AXJJK,0.553,MEDIUM,fiber_optic_flag,tenure,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6769-DYBQN,0.4872,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0909-SELIE,0.0532,LOW,contract_risk_score,tenure,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
3417-TSCIC,0.2894,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
1042-HFUCW,0.1226,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
4439-JMPMT,0.8185,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6537-OTKMY,0.5132,MEDIUM,fiber_optic_flag,tenure,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
8999-EXMNO,0.0376,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6725-TPKJO,0.0241,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
2446-BEGGB,0.9442,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7162-WPHPM,0.0245,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
1599-MMYRQ,0.147,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
8821-KVZKQ,0.1664,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
1496-GGSUK,0.8092,HIGH,tenure,avg_monthly_spend,MonthlyCharges,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
6434-TTGJP,0.1066,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0042-JVWOJ,0.1148,LOW,MonthlyCharges,avg_monthly_spend,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0130-SXOUN,0.4619,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2575-GFSOE,0.7636,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2330-PQGDQ,0.2026,LOW,fiber_optic_flag,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1452-UZOSF,0.0835,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2097-YVPKN,0.0241,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
2842-JTCCU,0.6344,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
8597-CTXVJ,0.0444,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
6631-HMANX,0.079,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
9962-BFPDU,0.3765,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3296-SILRA,0.8977,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
9681-OXGVC,0.9398,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
6394-HHHZM,0.3721,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
5995-LFTLE,0.0376,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
5180-UCIIQ,0.4148,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
1932-UEDCX,0.7519,HIGH,fiber_optic_flag,MonthlyCharges,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7153-OANIO,0.8998,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
5188-HGMLP,0.5152,MEDIUM,fiber_optic_flag,tenure,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0665-XHDJU,0.2963,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6521-YYTYI,0.9745,HIGH,charge_to_tenure_ratio,tenure,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
8878-HMWBV,0.7246,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
8265-HKSOW,0.062,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
3544-FBCAS,0.0614,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
5331-RGMTT,0.7407,HIGH,fiber_optic_flag,tenure,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4759-PXTAN,0.2861,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
7054-DMVAS,0.0503,LOW,contract_risk_score,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
3428-MMGUB,0.2877,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6549-BTYPG,0.0815,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
7823-JSOAG,0.8695,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3705-RHRFR,0.151,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
9374-YOLBJ,0.4386,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
9074-KGVOX,0.3328,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
6128-DAFVY,0.4845,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount,2026-05-26,Logistic Regression
9933-QRGTX,0.1981,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
4476-OSWTN,0.344,LOW,tenure,MonthlyCharges,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
3751-KTZEL,0.8047,HIGH,tenure,avg_monthly_spend,fiber_optic_flag,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
1977-STDKI,0.9346,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
5066-GFJMM,0.4592,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2661-GKBTK,0.0424,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0458-HEUZG,0.1169,LOW,contract_risk_score,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
7268-WNTCP,0.0159,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
0824-VWDPO,0.253,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
8409-WQJUX,0.3556,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
2578-JQPHZ,0.1525,LOW,contract_risk_score,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
3278-FSIXX,0.6956,MEDIUM,tenure,fiber_optic_flag,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
5813-UECBU,0.6367,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0328-GRPMV,0.9308,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
9746-UGFAC,0.0953,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2946-KIQSP,0.3557,LOW,fiber_optic_flag,MonthlyCharges,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
0625-AFOHS,0.0286,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6726-WEXXK,0.5109,MEDIUM,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4636-OLWOE,0.1142,LOW,fiber_optic_flag,tenure,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
4342-HENTK,0.9172,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4685-ERGHK,0.4954,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0885-HMGPY,0.0278,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
5003-OKNNK,0.0971,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
4195-SMMNX,0.3956,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
7208-PSIHR,0.2054,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
4012-ZTHBR,0.4727,MEDIUM,fiber_optic_flag,contract_risk_score,service_count,Offer 12-month contract upgrade with loyalty discount,2026-05-26,Logistic Regression
0489-WMEMG,0.2031,LOW,fiber_optic_flag,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
7435-ZNUYY,0.1918,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
1354-YZFNB,0.0839,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
6956-SMUCM,0.8858,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2985-FMWYF,0.8413,HIGH,fiber_optic_flag,avg_monthly_spend,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2812-ENYMO,0.2418,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
2717-HVIZY,0.2117,LOW,MonthlyCharges,tenure,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3223-WZWJM,0.7852,HIGH,fiber_optic_flag,contract_risk_score,avg_monthly_spend,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3422-GALYP,0.924,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9053-JZFKV,0.1088,LOW,contract_risk_score,tenure,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2530-ENDWQ,0.2428,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
2890-WFBHU,0.0921,LOW,tenure,service_count,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0327-WFZSY,0.5078,MEDIUM,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7977-HXJKU,0.0353,LOW,contract_risk_score,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
